name,type,value,date,fName,lName,birth,country
Evert,3,161.0,1987-09-14,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-09-14,Hana,Mandlikova,19620219.0,AUS
Shriver,5,125.0,1987-09-14,Pam,Shriver,19620704.0,USA
Sukova,6,91.0,1987-09-14,Helena,Sukova,19650223.0,CZE
Garrison,7,84.0,1987-09-14,Zina,Garrison,19631116.0,USA
Sabatini,8,79.0,1987-09-14,Gabriela,Sabatini,19700516.0,ARG
Kohde Kilsch,9,69.0,1987-09-14,Claudia,Kohde Kilsch,19631211.0,GER
Maleeva Fragniere,10,66.0,1987-09-14,Manuela,Maleeva Fragniere,19670214.0,SUI
Graf,1,265.0,1987-09-21,Steffi,Graf,19690614.0,GER
Navratilova,2,248.0,1987-09-21,Martina,Navratilova,19561018.0,USA
Evert,3,161.0,1987-09-21,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-09-21,Hana,Mandlikova,19620219.0,AUS
Shriver,5,125.0,1987-09-21,Pam,Shriver,19620704.0,USA
Sukova,6,91.0,1987-09-21,Helena,Sukova,19650223.0,CZE
Garrison,7,84.0,1987-09-21,Zina,Garrison,19631116.0,USA
Sabatini,8,79.0,1987-09-21,Gabriela,Sabatini,19700516.0,ARG
Kohde Kilsch,9,69.0,1987-09-21,Claudia,Kohde Kilsch,19631211.0,GER
Maleeva Fragniere,10,66.0,1987-09-21,Manuela,Maleeva Fragniere,19670214.0,SUI
Graf,1,265.0,1987-09-28,Steffi,Graf,19690614.0,GER
Navratilova,2,248.0,1987-09-28,Martina,Navratilova,19561018.0,USA
Evert,3,161.0,1987-09-28,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-09-28,Hana,Mandlikova,19620219.0,AUS
Shriver,5,125.0,1987-09-28,Pam,Shriver,19620704.0,USA
Sukova,6,91.0,1987-09-28,Helena,Sukova,19650223.0,CZE
Sabatini,7,86.0,1987-09-28,Gabriela,Sabatini,19700516.0,ARG
Garrison,8,82.0,1987-09-28,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,70.0,1987-09-28,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-09-28,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,265.0,1987-10-05,Steffi,Graf,19690614.0,GER
Navratilova,2,248.0,1987-10-05,Martina,Navratilova,19561018.0,USA
Evert,3,161.0,1987-10-05,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-10-05,Hana,Mandlikova,19620219.0,AUS
Shriver,5,125.0,1987-10-05,Pam,Shriver,19620704.0,USA
Sukova,6,91.0,1987-10-05,Helena,Sukova,19650223.0,CZE
Sabatini,7,86.0,1987-10-05,Gabriela,Sabatini,19700516.0,ARG
Garrison,8,82.0,1987-10-05,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,70.0,1987-10-05,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-10-05,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,268.0,1987-10-12,Steffi,Graf,19690614.0,GER
Navratilova,2,246.0,1987-10-12,Martina,Navratilova,19561018.0,USA
Evert,3,164.0,1987-10-12,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-10-12,Hana,Mandlikova,19620219.0,AUS
Shriver,5,124.0,1987-10-12,Pam,Shriver,19620704.0,USA
Sabatini,6,90.0,1987-10-12,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,87.0,1987-10-12,Helena,Sukova,19650223.0,CZE
Garrison,8,83.0,1987-10-12,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,72.0,1987-10-12,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-10-12,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,268.0,1987-10-19,Steffi,Graf,19690614.0,GER
Navratilova,2,246.0,1987-10-19,Martina,Navratilova,19561018.0,USA
Evert,3,164.0,1987-10-19,Chris,Evert,19541221.0,USA
Mandlikova,4,133.0,1987-10-19,Hana,Mandlikova,19620219.0,AUS
Shriver,5,124.0,1987-10-19,Pam,Shriver,19620704.0,USA
Sabatini,6,90.0,1987-10-19,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,87.0,1987-10-19,Helena,Sukova,19650223.0,CZE
Garrison,8,83.0,1987-10-19,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,72.0,1987-10-19,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-10-19,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,273.0,1987-10-26,Steffi,Graf,19690614.0,GER
Navratilova,2,245.0,1987-10-26,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-10-26,Chris,Evert,19541221.0,USA
Mandlikova,4,131.0,1987-10-26,Hana,Mandlikova,19620219.0,AUS
Shriver,5,126.0,1987-10-26,Pam,Shriver,19620704.0,USA
Sabatini,6,99.0,1987-10-26,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,88.0,1987-10-26,Helena,Sukova,19650223.0,CZE
Garrison,8,79.0,1987-10-26,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,75.0,1987-10-26,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-10-26,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,273.0,1987-11-02,Steffi,Graf,19690614.0,GER
Navratilova,2,245.0,1987-11-02,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-11-02,Chris,Evert,19541221.0,USA
Mandlikova,4,131.0,1987-11-02,Hana,Mandlikova,19620219.0,AUS
Shriver,5,126.0,1987-11-02,Pam,Shriver,19620704.0,USA
Sabatini,6,99.0,1987-11-02,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,88.0,1987-11-02,Helena,Sukova,19650223.0,CZE
Garrison,8,79.0,1987-11-02,Zina,Garrison,19631116.0,USA
Maleeva Fragniere,9,75.0,1987-11-02,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,10,67.0,1987-11-02,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,273.0,1987-11-09,Steffi,Graf,19690614.0,GER
Navratilova,2,243.0,1987-11-09,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-11-09,Chris,Evert,19541221.0,USA
Shriver,4,135.0,1987-11-09,Pam,Shriver,19620704.0,USA
Mandlikova,5,130.0,1987-11-09,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,102.0,1987-11-09,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,90.0,1987-11-09,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,79.0,1987-11-09,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,78.0,1987-11-09,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,69.0,1987-11-09,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,273.0,1987-11-16,Steffi,Graf,19690614.0,GER
Navratilova,2,243.0,1987-11-16,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-11-16,Chris,Evert,19541221.0,USA
Shriver,4,135.0,1987-11-16,Pam,Shriver,19620704.0,USA
Mandlikova,5,130.0,1987-11-16,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,102.0,1987-11-16,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,90.0,1987-11-16,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,79.0,1987-11-16,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,78.0,1987-11-16,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,69.0,1987-11-16,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-11-23,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-11-23,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-11-23,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-11-23,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-11-23,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,111.0,1987-11-23,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-11-23,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-11-23,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,77.0,1987-11-23,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-11-23,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-11-30,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-11-30,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-11-30,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-11-30,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-11-30,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,111.0,1987-11-30,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-11-30,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-11-30,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,77.0,1987-11-30,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-11-30,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-12-07,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-12-07,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-12-07,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-12-07,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-12-07,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1987-12-07,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-12-07,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-12-07,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1987-12-07,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-12-07,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-12-14,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-12-14,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-12-14,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-12-14,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-12-14,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1987-12-14,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-12-14,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-12-14,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1987-12-14,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-12-14,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-12-21,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-12-21,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-12-21,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-12-21,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-12-21,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1987-12-21,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-12-21,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-12-21,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1987-12-21,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-12-21,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1987-12-28,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1987-12-28,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1987-12-28,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1987-12-28,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1987-12-28,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1987-12-28,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1987-12-28,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1987-12-28,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1987-12-28,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1987-12-28,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1988-01-01,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1988-01-01,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1988-01-01,Chris,Evert,19541221.0,USA
Shriver,4,137.0,1988-01-01,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1988-01-01,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1988-01-01,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,92.0,1988-01-01,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1988-01-01,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1988-01-01,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1988-01-01,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1988-01-04,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1988-01-04,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1988-01-04,Chris,Evert,19541221.0,USA
Shriver,4,139.0,1988-01-04,Pam,Shriver,19620704.0,USA
Mandlikova,5,114.0,1988-01-04,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1988-01-04,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,88.0,1988-01-04,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1988-01-04,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1988-01-04,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1988-01-04,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1988-01-11,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1988-01-11,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1988-01-11,Chris,Evert,19541221.0,USA
Shriver,4,139.0,1988-01-11,Pam,Shriver,19620704.0,USA
Mandlikova,5,114.0,1988-01-11,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1988-01-11,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,88.0,1988-01-11,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1988-01-11,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,80.0,1988-01-11,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,65.0,1988-01-11,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1988-01-18,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1988-01-18,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1988-01-18,Chris,Evert,19541221.0,USA
Shriver,4,142.0,1988-01-18,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1988-01-18,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1988-01-18,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,91.0,1988-01-18,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1988-01-18,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,71.0,1988-01-18,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,70.0,1988-01-18,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,280.0,1988-01-25,Steffi,Graf,19690614.0,GER
Navratilova,2,231.0,1988-01-25,Martina,Navratilova,19561018.0,USA
Evert,3,165.0,1988-01-25,Chris,Evert,19541221.0,USA
Shriver,4,142.0,1988-01-25,Pam,Shriver,19620704.0,USA
Mandlikova,5,120.0,1988-01-25,Hana,Mandlikova,19620219.0,AUS
Sabatini,6,113.0,1988-01-25,Gabriela,Sabatini,19700516.0,ARG
Sukova,7,91.0,1988-01-25,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,83.0,1988-01-25,Manuela,Maleeva Fragniere,19670214.0,SUI
Garrison,9,71.0,1988-01-25,Zina,Garrison,19631116.0,USA
Kohde Kilsch,10,70.0,1988-01-25,Claudia,Kohde Kilsch,19631211.0,GER
Graf,1,293.0,1988-02-01,Steffi,Graf,19690614.0,GER
Navratilova,2,227.0,1988-02-01,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-02-01,Chris,Evert,19541221.0,USA
Shriver,4,139.0,1988-02-01,Pam,Shriver,19620704.0,USA
Sabatini,5,113.0,1988-02-01,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,99.0,1988-02-01,Hana,Mandlikova,19620219.0,AUS
Sukova,7,93.0,1988-02-01,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,85.0,1988-02-01,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,71.0,1988-02-01,Claudia,Kohde Kilsch,19631211.0,GER
Garrison,10,67.0,1988-02-01,Zina,Garrison,19631116.0,USA
Graf,1,293.0,1988-02-08,Steffi,Graf,19690614.0,GER
Navratilova,2,227.0,1988-02-08,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-02-08,Chris,Evert,19541221.0,USA
Shriver,4,139.0,1988-02-08,Pam,Shriver,19620704.0,USA
Sabatini,5,113.0,1988-02-08,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,99.0,1988-02-08,Hana,Mandlikova,19620219.0,AUS
Sukova,7,93.0,1988-02-08,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,85.0,1988-02-08,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,71.0,1988-02-08,Claudia,Kohde Kilsch,19631211.0,GER
Garrison,10,67.0,1988-02-08,Zina,Garrison,19631116.0,USA
Graf,1,293.0,1988-02-15,Steffi,Graf,19690614.0,GER
Navratilova,2,229.0,1988-02-15,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-02-15,Chris,Evert,19541221.0,USA
Shriver,4,140.0,1988-02-15,Pam,Shriver,19620704.0,USA
Sabatini,5,119.0,1988-02-15,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,99.0,1988-02-15,Hana,Mandlikova,19620219.0,AUS
Sukova,7,93.0,1988-02-15,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,88.0,1988-02-15,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,71.0,1988-02-15,Claudia,Kohde Kilsch,19631211.0,GER
Garrison,10,60.0,1988-02-15,Zina,Garrison,19631116.0,USA
Graf,1,293.0,1988-02-22,Steffi,Graf,19690614.0,GER
Navratilova,2,229.0,1988-02-22,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-02-22,Chris,Evert,19541221.0,USA
Shriver,4,140.0,1988-02-22,Pam,Shriver,19620704.0,USA
Sabatini,5,119.0,1988-02-22,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,99.0,1988-02-22,Hana,Mandlikova,19620219.0,AUS
Sukova,7,93.0,1988-02-22,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,88.0,1988-02-22,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,71.0,1988-02-22,Claudia,Kohde Kilsch,19631211.0,GER
Garrison,10,60.0,1988-02-22,Zina,Garrison,19631116.0,USA
Graf,1,295.0,1988-02-29,Steffi,Graf,19690614.0,GER
Navratilova,2,232.0,1988-02-29,Martina,Navratilova,19561018.0,USA
Evert,3,182.0,1988-02-29,Chris,Evert,19541221.0,USA
Shriver,4,147.0,1988-02-29,Pam,Shriver,19620704.0,USA
Sabatini,5,118.0,1988-02-29,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,96.0,1988-02-29,Hana,Mandlikova,19620219.0,AUS
Sukova,7,88.0,1988-02-29,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,88.0,1988-02-29,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,72.0,1988-02-29,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,62.0,1988-02-29,Lori,Mcneil,19631218.0,USA
Graf,1,295.0,1988-03-07,Steffi,Graf,19690614.0,GER
Navratilova,2,232.0,1988-03-07,Martina,Navratilova,19561018.0,USA
Evert,3,182.0,1988-03-07,Chris,Evert,19541221.0,USA
Shriver,4,147.0,1988-03-07,Pam,Shriver,19620704.0,USA
Sabatini,5,118.0,1988-03-07,Gabriela,Sabatini,19700516.0,ARG
Mandlikova,6,96.0,1988-03-07,Hana,Mandlikova,19620219.0,AUS
Sukova,7,88.0,1988-03-07,Helena,Sukova,19650223.0,CZE
Maleeva Fragniere,8,88.0,1988-03-07,Manuela,Maleeva Fragniere,19670214.0,SUI
Kohde Kilsch,9,72.0,1988-03-07,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,62.0,1988-03-07,Lori,Mcneil,19631218.0,USA
Graf,1,287.0,1988-03-14,Steffi,Graf,19690614.0,GER
Navratilova,2,240.0,1988-03-14,Martina,Navratilova,19561018.0,USA
Evert,3,175.0,1988-03-14,Chris,Evert,19541221.0,USA
Shriver,4,152.0,1988-03-14,Pam,Shriver,19620704.0,USA
Sabatini,5,131.0,1988-03-14,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,97.0,1988-03-14,Manuela,Maleeva Fragniere,19670214.0,SUI
Mandlikova,7,93.0,1988-03-14,Hana,Mandlikova,19620219.0,AUS
Sukova,8,85.0,1988-03-14,Helena,Sukova,19650223.0,CZE
Kohde Kilsch,9,66.0,1988-03-14,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,65.0,1988-03-14,Lori,Mcneil,19631218.0,USA
Graf,1,287.0,1988-03-21,Steffi,Graf,19690614.0,GER
Navratilova,2,240.0,1988-03-21,Martina,Navratilova,19561018.0,USA
Evert,3,175.0,1988-03-21,Chris,Evert,19541221.0,USA
Shriver,4,152.0,1988-03-21,Pam,Shriver,19620704.0,USA
Sabatini,5,131.0,1988-03-21,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,97.0,1988-03-21,Manuela,Maleeva Fragniere,19670214.0,SUI
Mandlikova,7,93.0,1988-03-21,Hana,Mandlikova,19620219.0,AUS
Sukova,8,85.0,1988-03-21,Helena,Sukova,19650223.0,CZE
Kohde Kilsch,9,66.0,1988-03-21,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,65.0,1988-03-21,Lori,Mcneil,19631218.0,USA
Graf,1,287.0,1988-03-28,Steffi,Graf,19690614.0,GER
Navratilova,2,240.0,1988-03-28,Martina,Navratilova,19561018.0,USA
Evert,3,171.0,1988-03-28,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-03-28,Pam,Shriver,19620704.0,USA
Sabatini,5,126.0,1988-03-28,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,100.0,1988-03-28,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,84.0,1988-03-28,Helena,Sukova,19650223.0,CZE
Mandlikova,8,78.0,1988-03-28,Hana,Mandlikova,19620219.0,AUS
Kohde Kilsch,9,66.0,1988-03-28,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,60.0,1988-03-28,Lori,Mcneil,19631218.0,USA
Graf,1,287.0,1988-04-04,Steffi,Graf,19690614.0,GER
Navratilova,2,240.0,1988-04-04,Martina,Navratilova,19561018.0,USA
Evert,3,171.0,1988-04-04,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-04-04,Pam,Shriver,19620704.0,USA
Sabatini,5,126.0,1988-04-04,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,100.0,1988-04-04,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,84.0,1988-04-04,Helena,Sukova,19650223.0,CZE
Mandlikova,8,78.0,1988-04-04,Hana,Mandlikova,19620219.0,AUS
Kohde Kilsch,9,66.0,1988-04-04,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,60.0,1988-04-04,Lori,Mcneil,19631218.0,USA
Graf,1,291.0,1988-04-11,Steffi,Graf,19690614.0,GER
Navratilova,2,242.0,1988-04-11,Martina,Navratilova,19561018.0,USA
Evert,3,175.0,1988-04-11,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-04-11,Pam,Shriver,19620704.0,USA
Sabatini,5,129.0,1988-04-11,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,91.0,1988-04-11,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,78.0,1988-04-11,Helena,Sukova,19650223.0,CZE
Mandlikova,8,76.0,1988-04-11,Hana,Mandlikova,19620219.0,AUS
Kohde Kilsch,9,61.0,1988-04-11,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,57.0,1988-04-11,Lori,Mcneil,19631218.0,USA
Graf,1,291.0,1988-04-18,Steffi,Graf,19690614.0,GER
Navratilova,2,242.0,1988-04-18,Martina,Navratilova,19561018.0,USA
Evert,3,175.0,1988-04-18,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-04-18,Pam,Shriver,19620704.0,USA
Sabatini,5,129.0,1988-04-18,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,91.0,1988-04-18,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,78.0,1988-04-18,Helena,Sukova,19650223.0,CZE
Mandlikova,8,76.0,1988-04-18,Hana,Mandlikova,19620219.0,AUS
Kohde Kilsch,9,61.0,1988-04-18,Claudia,Kohde Kilsch,19631211.0,GER
Mcneil,10,57.0,1988-04-18,Lori,Mcneil,19631218.0,USA
Graf,1,279.0,1988-04-25,Steffi,Graf,19690614.0,GER
Navratilova,2,241.0,1988-04-25,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-04-25,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-04-25,Pam,Shriver,19620704.0,USA
Sabatini,5,139.0,1988-04-25,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,94.0,1988-04-25,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,78.0,1988-04-25,Helena,Sukova,19650223.0,CZE
Kohde Kilsch,8,66.0,1988-04-25,Claudia,Kohde Kilsch,19631211.0,GER
Mandlikova,9,60.0,1988-04-25,Hana,Mandlikova,19620219.0,AUS
Mcneil,10,56.0,1988-04-25,Lori,Mcneil,19631218.0,USA
Graf,1,279.0,1988-05-02,Steffi,Graf,19690614.0,GER
Navratilova,2,241.0,1988-05-02,Martina,Navratilova,19561018.0,USA
Evert,3,173.0,1988-05-02,Chris,Evert,19541221.0,USA
Shriver,4,161.0,1988-05-02,Pam,Shriver,19620704.0,USA
Sabatini,5,139.0,1988-05-02,Gabriela,Sabatini,19700516.0,ARG
Maleeva Fragniere,6,94.0,1988-05-02,Manuela,Maleeva Fragniere,19670214.0,SUI
Sukova,7,78.0,1988-05-02,Helena,Sukova,19650223.0,CZE
Kohde Kilsch,8,66.0,1988-05-02,Claudia,Kohde Kilsch,19631211.0,GER
Mandlikova,9,60.0,1988-05-02,Hana,Mandlikova,19620219.0,AUS
Mcneil,10,56.0,1988-05-02,Lori,Mcneil,19631218.0,USA
Graf,1,283.0,1988-05-09,Steffi,Graf,19690614.0,GER
Navratilova,2,251.0,1988-05-09,Martina,Navratilova,19561018.0,USA
Shriver,3,163.0,1988-05-09,Pam,Shriver,19620704.0,USA
Evert,4,163.0,1988-05-09,Chris,Evert,19541221.0,USA
Sabatini,5,138.0,1988-05-09,Gabriela,Sabatini,19700516.0,ARG
